RoWNo,Invoice,Product,Orders,SalesValue
8751,106049,Z5146100,1,15
8752,106049,Z5900030,1,15
8753,106050,YZAA001,3,158.97
8754,106051,Z2460009TL,1,25
8755,106052,XYZ1A008,6,41.94
8756,106052,XYZ2A008,1,70
8757,106052,XYZ3A008,2,13.98
8758,106053,XYZ1A008,5,34.95
8759,106053,XYZ2A008,4,27.96
8760,106053,XYZ3A008,1,70
8761,106054,XYZ1A008,2,13.98
8762,106054,XYZ4A008,1,70
8763,106054,05241A008,1,9.99
8764,106055,XYZ1A008,1,70
8765,106056,05221A001,2,139.98
8766,106057,XYZ1A008,3,20.97
8767,106057,XYZ2A008,2,13.98
8768,106057,XYZ3A008,1,70
8769,106057,XYZ4A008,1,70
8770,106058,Z2460009TL,1,25
8771,106059,XYZ1A008,1,70
8772,106060,XYZ1A008,5,34.95
8773,106061,XYZ1A008,4,27.96
8774,106062,Z2460009TL,1,25
8775,106063,XYZ1A008,1,70
8776,106064,Z2439997,1,15
8777,106065,Z2460009TL,1,25
8778,106066,XYZ1A008,1,70
8779,106066,XYZ2A008,2,13.98
8780,106067,XYZ1A008,4,27.96
8781,106068,XYZ1A008,2,13.98
8782,106069,XYZ1A008,1,70
8783,106070,05261A001,1,69.99
8784,106071,XYZ1A008,1,70
8785,106072,XYZ1A008,3,20.97
8786,106073,Z2451773,1,32
8787,106074,XYZ4A008,1,70
8788,106075,Y6261A001,7,279.93
8789,106076,XYZ1A008,1,70
8790,106077,05241A001,6,419.94
8791,106078,XYZ2A008,4,27.96
8792,106078,XYZ3A008,1,70
8793,106079,XYZ1A008,3,20.97
8794,106080,XYZ1A008,2,13.98
8795,106080,XYZ2A008,2,13.98
8796,106081,XYZ1A008,2,13.98
8797,106081,XYZ2A008,1,70
8798,106081,05243A008,1,9.99
8799,106081,05244A008,3,29.97
8800,106082,XYZ4A008,3,20.97
8801,106083,XYZ1A008,3,20.97
8802,106084,XYZ1A008,1,70
8803,106084,XYZ3A008,1,70
8804,106085,XYZ1A008,2,13.98
8805,106086,XYZ2A008,3,20.97
8806,106086,XYZ3A008,3,20.97
8807,106087,XYZ2A008,1,70
8808,106087,XYZ3A008,2,13.98
8809,106087,Z2460009TL,1,25
8810,106088,Z2439997,1,15
8811,106089,XYZ3A008,1,70
8812,106090,Y6261A001,2,79.98
8813,106091,XYZ3A008,1,70
8814,106092,XYZ1A008,1,70
8815,106092,XYZ2A008,3,20.97
8816,106092,05481A001,1,52.99
8817,106093,05242A008,1,9.99
8818,106094,XYZ1A008,2,13.98
8819,106095,XYZ2A008,1,70
8820,106095,XYZ3A008,2,13.98
8821,106096,Y6274A004,2,35.98
8822,106097,XYZ1A008,5,34.95
8823,106098,Z2460009TL,1,25
8824,106099,05481A001,2,105.98
8825,106103,XYZ1A008,1,70
8826,106103,XYZ3A008,1,70
8827,106105,Z1600292SB,1,25
8828,106106,Z1600292SB,1,25
8829,106106,Z5146100,1,15
8830,106107,Y6263A001,1,39.99
8831,106108,XYZ1A008,2,13.98
8832,106109,XYZ4A008,1,70
8833,106110,XYZ1A008,1,70
8834,106110,XYZ3A008,1,70
8835,106111,05483A001,1,52.99
8836,106112,05471A001,1,47.99
8837,106113,XYZ1A008,2,13.98
8838,106114,XYZ1A008,1,70
8839,106114,XYZ2A008,2,13.98
8840,106115,XYZ1A008,5,34.95
8841,106115,XYZ2A008,2,13.98
8842,106116,05472A001,1,47.99
8843,106117,Y6261A001,2,79.98
8844,106117,Y6261A004,1,17.99
8845,106118,Z2460009TL,1,25
8846,106118,Z5900030,1,15
8847,106119,05481A001,1,52.99
8848,106120,XYZ1A008,1,70
8849,106120,XYZ3A008,1,70
8850,106121,Z2460009TL,2,50
8851,106122,05493A004,1,19.99
8852,106123,Z2460009TL,1,25
8853,106124,06402A-008,1,8.99
8854,106124,06403A-008,1,8.99
8855,106124,06404A-008,2,17.98
8856,106125,XYZ1A008,2,13.98
8857,106125,XYZ3A008,1,70
8858,106126,XYZ1A008,3,20.97
8859,106126,XYZ2A008,2,13.98
8860,106127,05241A001,5,349.95
8861,106127,05241A004,1,25.99
8862,106127,05243A001,1,69.99
8863,106127,05244A001,1,69.99
8864,106127,05511A004,1,19.99
8865,106128,XYZ1A008,6,41.94
8866,106129,05501A004,1,19.99
8867,106129,05502A004,1,19.99
8868,106130,YZAA004,2,39.98
8869,106131,XYZ1A008,3,20.97
8870,106132,XYZ1A008,3,20.97
8871,106133,XYZ1A008,1,70
8872,106134,XYZ3A008,1,70
8873,106135,XYZ1A008,2,13.98
8874,106136,05484A001,1,52.99
8875,106137,XYZ1A008,2,13.98
8876,106137,XYZ3A008,2,13.98
8877,106138,XYZ1A008,3,20.97
8878,106138,XYZ2A008,2,13.98
8879,106139,XYZ1A008,3,20.97
8880,106139,XYZ2A008,3,20.97
8881,106140,XYZ2A008,1,70
8882,106141,Z1600292SB,1,25
8883,106141,Z5900030,1,15
8884,106142,XYZ1A008,1,70
8885,106143,Z2460009TL,1,25
8886,106144,XYZ2A008,4,27.96
8887,106145,XYZ3A008,1,70
8888,106146,XYZ1A008,1,70
8889,106146,XYZ2A008,3,20.97
8890,106147,XYZ3A008,3,20.97
8891,106147,XYZ4A008,1,70
8892,106148,XYZ1A008,1,70
8893,106148,XYZ2A008,1,70
8894,106148,XYZ3A008,1,70
8895,106149,XYZ1A008,2,13.98
8896,106150,XYZ1A008,1,70
8897,106150,XYZ2A008,1,70
8898,106150,XYZ4A008,2,13.98
8899,106151,XYZ1A008,2,13.98
8900,106152,05321A001,2,139.98
8901,106152,05511A001,2,105.98
8902,106152,Y6251A001,8,303.92
8903,106153,XYZ1A008,7,48.93
8904,106154,XYZ1A008,1,70
8905,106154,XYZ2A008,1,70
8906,106155,YZAA001,2,105.98
8907,106156,XYZ1A008,2,13.98
8908,106157,Z2460009TL,1,25
8909,106157,Z5146100,1,15
8910,106158,Z2460009TL,1,25
8911,106159,05494A001,1,52.99
8912,106160,05471A001,1,47.99
8913,106161,XYZ1A008,2,13.98
8914,106161,Z2460009TL,1,25
8915,106162,XYZ4A008,3,20.97
8916,106163,XYZ1A008,1,70
8917,106163,XYZ3A008,1,70
8918,106164,XYZ1A008,3,20.97
8919,106164,XYZ2A008,1,70
8920,106165,XYZ4A008,2,13.98
8921,106166,XYZ1A008,10,69.9
8922,106167,XYZ1A008,2,13.98
8923,106168,06402A-008,2,17.98
8924,106168,06403A-008,1,8.99
8925,106169,06403A-008,1,8.99
8926,106170,Z5146100,1,15
8927,106171,XYZ1A008,1,70
8928,106172,XYZ1A008,5,34.95
8929,106172,XYZ2A008,1,70
8930,106173,XYZ1A008,4,27.96
8931,106174,XYZ2A008,1,70
8932,106175,Z2460009TL,1,25
8933,106176,XYZ1A008,3,20.97
8934,106177,XYZ1A008,4,27.96
8935,106178,XYZ2A008,1,70
8936,106179,Z2460009TL,1,25
8937,106180,Z2460009TL,1,25
8938,106181,05492A001,2,105.98
8939,106182,05261A001,1,69.99
8940,106182,05281A001,1,69.99
8941,106183,XYZ1A008,1,70
8942,106184,Z2451773,1,32
8943,106184,Z2460009TL,1,25
8944,106184,Z5146100,1,15
8945,106185,XYZ1A008,2,13.98
8946,106185,XYZ2A008,2,13.98
8947,106185,XYZ3A008,1,70
8948,106186,05261A001,1,69.99
8949,106187,XYZ1A008,5,34.95
8950,106187,XYZ3A008,4,27.96
8951,106187,XYZ4A008,6,41.94
8952,106188,XYZ1A008,3,20.97
8953,106189,XYZ2A008,1,70
8954,106190,XYZ2A008,1,70
8955,106191,XYZ1A008,1,70
8956,106192,XYZ1A008,3,20.97
8957,106193,XYZ1A008,2,13.98
8958,106193,XYZ3A008,1,70
8959,106194,XYZ1A008,3,20.97
8960,106195,XYZ1A008,2,13.98
8961,106195,XYZ3A008,1,70
8962,106195,XYZ4A008,2,13.98
8963,106196,XYZ1A008,1,70
8964,106196,XYZ2A008,1,70
8965,106197,XYZ1A008,1,70
8966,106198,Z2460009TL,4,100
8967,106199,XYZ1A008,2,13.98
8968,106200,XYZ4A008,1,70
8969,106201,05283A001,1,69.99
8970,106202,XYZ1A008,7,48.93
8971,106202,XYZ2A008,1,70
8972,106202,XYZ3A008,1,70
8973,106202,XYZ4A008,2,13.98
8974,106203,XYZ1A008,2,13.98
8975,106203,XYZ3A008,1,70
8976,106204,XYZ3A008,1,70
8977,106205,XYZ1A008,1,70
8978,106205,XYZ2A008,1,70
8979,106206,XYZ1A008,1,70
8980,106207,XYZ1A008,1,70
8981,106208,XYZ1A008,6,41.94
8982,106209,XYZ1A008,1,70
8983,106209,XYZ2A008,1,70
8984,106210,XYZ1A008,14,97.86
8985,106211,XYZ2A008,4,27.96
8986,106212,XYZ2A008,1,70
8987,106212,XYZ3A008,2,13.98
8988,106213,XYZ1A008,1,70
8989,106214,Z2460009TL,1,25
8990,106215,XYZ2A008,4,27.96
8991,106216,XYZ1A008,4,27.96
8992,106217,XYZ1A008,2,13.98
8993,106218,05241A001,2,139.98
8994,106219,05222A004,1,25.99
8995,106220,XYZ1A008,1,70
8996,106221,XYZ4A008,1,70
8997,106222,Y6261A001,1,39.99
8998,106223,XYZ3A008,4,27.96
8999,106224,XYZ1A008,2,13.98
9000,106224,XYZ2A008,1,70
9001,106225,XYZ2A008,3,20.97
9002,106225,XYZ3A008,1,70
9003,106226,XYZ1A008,2,13.98
9004,106227,XYZ1A008,1,70
9005,106227,XYZ2A008,2,13.98
9006,106228,XYZ1A008,3,20.97
9007,106229,XYZ1A008,4,27.96
9008,106229,XYZ2A008,1,70
9009,106230,Z2439997,1,15
9010,106231,XYZ1A008,6,41.94
9011,106231,XYZ2A008,1,70
9012,106231,XYZ3A008,1,70
9013,106232,XYZ1A008,2,13.98
9014,106233,Z1600292SB,1,25
9015,106233,Z2451773,1,32
9016,106233,Z2460009TL,1,25
9017,106233,Z4999936,1,9.99
9018,106233,Z5146100,1,15
9019,106233,Z5900030,1,15
9020,106234,XYZ2A008,1,70
9021,106235,XYZ1A008,1,70
9022,106236,Z2451773,1,32
9023,106236,Z2460009TL,1,25
9024,106237,Y6251A001,1,37.99
9025,106238,Z2460009TL,1,25
9026,106239,XYZ1A008,4,27.96
9027,106239,XYZ2A008,4,27.96
9028,106239,XYZ3A008,1,70
9029,106240,XYZ1A008,4,27.96
9030,106241,XYZ1A008,8,55.92
9031,106242,Y6254A001,1,37.99
9032,106242,Y6271A001,1,39.99
9033,106243,XYZ1A008,7,48.93
9034,106243,XYZ2A008,2,13.98
9035,106244,XYZ2A008,2,13.98
9036,106244,XYZ3A008,1,70
9037,106245,XYZ1A008,1,70
9038,106246,XYZ1A008,1,70
9039,106246,XYZ3A008,1,70
9040,106246,XYZ4A008,1,70
9041,106247,XYZ1A008,4,27.96
9042,106247,XYZ3A008,2,13.98
9043,106248,Z2460009TL,1,25
9044,106249,XYZ1A008,2,13.98
9045,106250,XYZ1A008,5,34.95
9046,106250,XYZ3A008,1,70
9047,106250,XYZ4A008,1,70
9048,106251,05284A004,1,25.99
9049,106252,XYZ1A008,2,13.98
9050,106252,XYZ2A008,1,70
9051,106252,05241A008,1,9.99
9052,106253,Y6252A001,1,37.99
9053,106253,Y6253A001,5,189.95
9054,106254,XYZ1A008,1,70
9055,106255,XYZ1A008,2,13.98
9056,106256,XYZ2A008,2,13.98
9057,106256,XYZ3A008,1,70
9058,106257,XYZ1A008,1,70
9059,106258,Y6252A001,1,37.99
9060,106258,Y6253A001,1,37.99
9061,106259,Y6261A001,1,39.99
9062,106260,Z2439997,1,15
9063,106261,Z5146100,1,15
9064,106262,Z1600292SB,1,25
9065,106262,Z2451773,1,32
9066,106262,Z2460009TL,1,25
9067,106263,XYZ2A008,3,20.97
9068,106264,Z5146100,1,15
9069,106265,Z2460009TL,1,25
9070,106266,XYZ1A008,3,20.97
9071,106266,XYZ2A008,1,70
9072,106267,XYZ1A008,5,34.95
9073,106268,XYZ1A008,3,20.97
9074,106268,XYZ2A008,1,70
9075,106268,XYZ4A008,1,70
9076,106269,XYZ1A008,5,34.95
9077,106269,XYZ4A008,3,20.97
9078,106270,XYZ1A008,3,20.97
9079,106272,XYZ1A008,2,13.98
9080,106273,XYZ1A008,1,70
9081,106274,06403A-008,2,17.98
9082,106275,XYZ1A008,1,70
9083,106276,XYZ1A008,2,13.98
9084,106276,XYZ4A008,1,70
9085,106277,YZAA001,1,52.99
9086,106278,XYZ1A008,3,20.97
9087,106278,XYZ3A008,1,70
9088,106278,XYZ4A008,3,20.97
9089,106279,XYZ1A008,1,70
9090,106280,XYZ1A008,5,34.95
9091,106280,XYZ2A008,1,70
9092,106281,XYZ1A008,2,13.98
9093,106282,Y6251A001,1,37.99
9094,106283,XYZ1A008,2,13.98
9095,106283,XYZ2A008,2,13.98
9096,106283,XYZ3A008,2,13.98
9097,106283,XYZ4A008,1,70
9098,106283,05241A008,1,9.99
9099,106283,05244A008,1,9.99
9100,106284,Y6251A001,2,75.98
9101,106285,Z2439997,1,15
9102,106286,05471A001,1,47.99
9103,106286,Y6251A001,2,75.98
9104,106286,Y6252A001,1,37.99
9105,106286,Y6254A001,1,37.99
9106,106287,XYZ1A008,2,13.98
9107,106288,XYZ1A008,1,70
9108,106288,XYZ2A008,1,70
9109,106289,XYZ2A008,1,70
9110,106290,05472A001,1,47.99
9111,106290,05511A001,1,52.99
9112,106291,XYZ1A008,3,20.97
9113,106291,XYZ2A008,1,70
9114,106291,XYZ3A008,1,70
9115,106292,XYZ1A008,2,13.98
9116,106292,XYZ3A008,1,70
9117,106292,XYZ4A008,2,13.98
9118,106293,XYZ1A008,4,27.96
9119,106293,XYZ2A008,2,13.98
9120,106294,XYZ1A008,1,70
9121,106294,XYZ3A008,1,70
9122,106295,XYZ1A008,1,70
9123,106296,XYZ1A008,5,34.95
9124,106297,XYZ1A008,14,97.86
9125,106297,XYZ2A008,3,20.97
9126,106298,XYZ1A008,2,13.98
9127,106299,XYZ1A008,1,70
9128,106300,XYZ1A008,2,13.98
9129,106300,XYZ2A008,2,13.98
9130,106300,XYZ4A008,1,70
9131,106301,05471A001,2,95.98
9132,106302,XYZ1A008,1,70
9133,106303,Z1600292SB,1,25
9134,106304,50809001,1,39.99
9135,106304,05242A001,1,69.99
9136,106304,05281A001,1,69.99
9137,106305,05501A001,1,52.99
9138,106305,Y6261A001,3,119.97
9139,106305,Y6262A001,2,79.98
9140,106305,Y6263A001,1,39.99
9141,106306,XYZ1A008,4,27.96
9142,106306,XYZ2A008,2,13.98
9143,106307,XYZ2A008,1,70
9144,106307,XYZ3A008,3,20.97
9145,106307,XYZ4A008,3,20.97
9146,106309,05471A001,2,95.98
9147,106312,XYZ1A008,1,70
9148,106314,XYZ1A008,1,70
9149,106315,05321A001,1,69.99
9150,106318,XYZ1A008,1,70
9151,106319,Z1600292SB,1,25
9152,106319,Z2439997,1,15
9153,106319,Z2451773,1,32
9154,106319,Z2460009TL,1,25
9155,106319,Z5146100,1,15
9156,106319,Z5900030,1,15
9157,106320,Y6261A001,1,39.99
9158,106321,XYZ4A008,2,13.98
9159,106322,05222A001,1,69.99
9160,106323,XYZ1A008,3,20.97
9161,106323,XYZ2A008,1,70
9162,106324,XYZ2A008,1,70
9163,106324,05242A008,1,9.99
9164,106325,Y6251A001,5,189.95
9165,106326,XYZ4A008,2,13.98
9166,106327,XYZ1A008,4,27.96
9167,106327,XYZ3A008,1,70
9168,106328,XYZ1A008,2,13.98
9169,106329,XYZ1A008,1,70
9170,106329,XYZ3A008,1,70
9171,106330,XYZ1A008,1,70
9172,106330,XYZ2A008,1,70
9173,106331,XYZ3A008,2,13.98
9174,106332,Z2460009TL,1,25
9175,106333,05511A001,1,52.99
9176,106334,XYZ1A008,5,34.95
9177,106334,XYZ2A008,1,70
9178,106334,XYZ3A008,1,70
9179,106335,XYZ4A008,1,70
9180,106336,Z2460009TL,1,25
9181,106337,05494A001,1,52.99
9182,106337,05511A001,4,211.96
9183,106338,05481A001,1,52.99
9184,106339,XYZ1A008,5,34.95
9185,106340,XYZ1A008,1,70
9186,106341,05501A001,1,52.99
9187,106342,XYZ2A008,1,70
9188,106343,XYZ1A008,3,20.97
9189,106344,Z1600292SB,1,25
9190,106345,XYZ2A008,2,13.98
9191,106346,XYZ1A008,4,27.96
9192,106347,XYZ1A008,2,13.98
9193,106347,XYZ2A008,1,70
9194,106347,XYZ4A008,1,70
9195,106348,XYZ4A008,3,20.97
9196,106349,XYZ1A008,1,70
9197,106350,XYZ2A008,1,70
9198,106350,XYZ3A008,3,20.97
9199,106351,XYZ1A008,4,27.96
9200,106351,XYZ2A008,1,70
9201,106352,05081A001,5,199.95
9202,106352,05241A001,8,559.92
9203,106352,05281A001,2,139.98
9204,106352,YZAA001,2,105.98
9205,106353,XYZ1A008,2,13.98
9206,106354,05221A001,1,69.99
9207,106354,05241A001,1,69.99
9208,106354,YZAA001,2,105.98
9209,106354,05492A001,1,52.99
9210,106355,Y6251A001,1,37.99
9211,106356,XYZ1A008,4,27.96
9212,106357,Y6261A004,1,17.99
9213,106358,XYZ1A008,1,70
9214,106359,XYZ1A008,1,70
9215,106360,Y6252A001,2,75.98
9216,106361,XYZ1A008,1,70
9217,106362,XYZ1A008,3,20.97
9218,106363,Z2460009TL,1,25
9219,106364,Y6262A001,2,79.98
9220,106365,XYZ4A008,1,70
9221,106365,Y6261A004,1,17.99
9222,106365,Y6263A001,1,39.99
9223,106366,Y6261A001,4,159.96
9224,106367,XYZ2A008,1,70
9225,106367,05243A008,1,9.99
9226,106368,XYZ2A008,1,70
9227,106369,05511A004,1,19.99
9228,106369,05513A004,1,19.99
9229,106369,Y6261A001,1,39.99
9230,106369,Y6262A004,1,17.99
9231,106369,Y6263A004,1,17.99
9232,106370,XYZ1A008,1,70
9233,106371,XYZ1A008,5,34.95
9234,106372,XYZ1A008,4,27.96
9235,106372,XYZ3A008,1,70
9236,106373,XYZ1A008,3,20.97
9237,106373,XYZ4A008,1,70
9238,106374,XYZ1A008,8,55.92
9239,106375,XYZ1A008,3,20.97
9240,106376,Y6261A001,5,199.95
9241,106377,XYZ1A008,1,70
9242,106378,XYZ1A008,5,34.95
9243,106378,XYZ2A008,1,70
9244,106379,Z1600292SB,1,25
9245,106380,XYZ1A008,1,70
9246,106381,Y6251A001,1,37.99
9247,106382,XYZ1A008,2,13.98
9248,106383,YZAA001,2,105.98
9249,106383,05511A001,3,158.97
9250,106384,05492A001,4,211.96
9251,106385,XYZ1A008,1,70
9252,106386,XYZ1A008,5,34.95
9253,106387,Z2451773,1,32
9254,106388,XYZ1A008,4,27.96
9255,106389,Y6254A001,1,37.99
9256,106389,Y6263A001,1,39.99
9257,106390,XYZ1A008,2,13.98
9258,106391,Z2460009TL,1,25
9259,106392,XYZ1A008,3,20.97
9260,106392,XYZ2A008,2,13.98
9261,106393,XYZ1A008,4,27.96
9262,106394,05282A001,5,349.95
9263,106395,Y6251A001,1,37.99
9264,106396,50809001,1,39.99
9265,106396,Y6261A001,2,79.98
9266,106396,Y6263A001,3,119.97
9267,106399,XYZ1A008,1,70
9268,106401,XYZ1A008,4,27.96
9269,106401,XYZ3A008,1,70
9270,106401,XYZ4A008,2,13.98
9271,106402,Z2460009TL,1,25
9272,106403,XYZ1A008,1,70
9273,106403,XYZ3A008,1,70
9274,106404,XYZ2A008,1,70
9275,106404,XYZ3A008,1,70
9276,106404,05471A001,2,95.98
9277,106405,05242A008,1,9.99
9278,106406,XYZ1A008,6,41.94
9279,106406,XYZ3A008,2,13.98
9280,106406,XYZ4A008,5,34.95
9281,106407,XYZ1A008,1,70
9282,106408,XYZ1A008,3,20.97
9283,106409,XYZ1A008,1,70
9284,106410,XYZ1A008,1,70
9285,106410,XYZ2A008,1,70
9286,106410,XYZ3A008,1,70
9287,106411,05222A004,1,25.99
9288,106411,05481A001,1,52.99
9289,106412,XYZ1A008,1,70
9290,106413,Z2460009TL,20,500
9291,106414,XYZ1A008,6,41.94
9292,106415,XYZ1A008,1,70
9293,106415,XYZ4A008,1,70
9294,106416,XYZ1A008,1,70
9295,106417,XYZ1A008,5,34.95
9296,106418,XYZ1A008,1,70
9297,106419,XYZ1A008,1,70
9298,106420,05242A004,1,25.99
9299,106421,YZAA004,1,19.99
9300,106422,XYZ4A008,1,70
9301,106423,Z5146100,1,15
9302,106424,XYZ1A008,4,27.96
9303,106425,XYZ2A008,1,70
9304,106426,Z2460009TL,2,50
9305,106427,Z2460009TL,1,25
9306,106428,XYZ2A008,2,13.98
9307,106429,XYZ1A008,4,27.96
9308,106430,XYZ1A008,3,20.97
9309,106431,XYZ1A008,1,70
9310,106431,XYZ2A008,1,70
9311,106432,XYZ1A008,1,70
9312,106433,Y6262A001,1,39.99
9313,106434,Z1600292SB,1,25
9314,106434,Z2451773,1,32
9315,106435,XYZ1A008,1,70
9316,106436,XYZ1A008,3,20.97
9317,106436,XYZ2A008,2,13.98
9318,106437,Y6252A001,1,37.99
9319,106438,XYZ1A008,5,34.95
9320,106439,Z2460009TL,3,75
9321,106440,XYZ1A008,4,27.96
9322,106440,XYZ2A008,3,20.97
9323,106441,XYZ2A008,1,70
9324,106442,XYZ2A008,1,70
9325,106442,XYZ4A008,1,70
9326,106443,XYZ3A008,1,70
9327,106444,XYZ1A008,4,27.96
9328,106445,XYZ1A008,3,20.97
9329,106446,XYZ1A008,2,13.98
9330,106447,XYZ1A008,5,34.95
9331,106448,Z2451773,1,32
9332,106448,Z2527408,1,45
9333,106448,Z4999936,1,9.99
9334,106449,XYZ4A008,1,70
9335,106450,YZAA001,6,317.94
9336,106451,XYZ3A008,1,70
9337,106452,XYZ1A008,2,13.98
9338,106452,XYZ2A008,1,70
9339,106452,XYZ4A008,1,70
9340,106452,05241A008,2,19.98
9341,106452,05242A008,1,9.99
9342,106453,Z1600292SB,1,25
9343,106454,XYZ1A008,4,27.96
9344,106455,06404A-008,1,8.99
9345,106455,Z2451773,1,32
9346,106455,Z2460009TL,1,25
9347,106456,Z2440565TL,1,35
9348,106456,Z2460009TL,1,25
9349,106457,Y6251A001,3,113.97
9350,106457,Y6254A001,1,37.99
9351,106457,Y6261A001,9,359.91
9352,106457,Y6262A001,2,79.98
9353,106458,05481A001,2,105.98
9354,106459,05241A001,2,139.98
9355,106460,Y6262A001,1,39.99
9356,106460,Y6264A001,1,39.99
9357,106461,XYZ1A008,4,27.96
9358,106462,Y6252A001,1,37.99
9359,106462,Y6261A001,2,79.98
9360,106463,XYZ1A008,1,70
9361,106464,XYZ1A008,1,70
9362,106464,05241A004,1,25.99
9363,106465,XYZ1A008,5,34.95
9364,106466,XYZ3A008,2,13.98
9365,106467,50809001,1,39.99
9366,106467,05221A001,2,139.98
9367,106467,05281A001,1,69.99
9368,106468,XYZ1A008,1,70
9369,106468,XYZ2A008,1,70
9370,106468,XYZ3A008,2,13.98
9371,106469,XYZ1A008,2,13.98
9372,106470,XYZ1A008,4,27.96
9373,106471,XYZ3A008,1,70
9374,106472,XYZ1A008,8,55.92
9375,106473,XYZ1A008,7,48.93
9376,106474,XYZ1A008,2,13.98
9377,106475,XYZ1A008,4,27.96
9378,106476,Y6261A001,2,79.98
9379,106477,XYZ1A008,4,27.96
9380,106478,XYZ1A008,2,13.98
9381,106478,XYZ2A008,1,70
9382,106479,XYZ1A008,1,70
9383,106480,05261A004,1,25.99
9384,106481,05492A001,1,52.99
9385,106482,05511A004,1,19.99
9386,106483,XYZ4A008,2,13.98
9387,106484,XYZ2A008,2,13.98
9388,106485,Z2460009TL,1,25
9389,106486,XYZ1A008,2,13.98
9390,106486,05241A008,1,9.99
9391,106487,XYZ1A008,1,70
9392,106487,XYZ3A008,1,70
9393,106487,Y6263A001,1,39.99
9394,106488,XYZ2A008,2,13.98
9395,106488,XYZ3A008,1,70
9396,106488,XYZ4A008,1,70
9397,106489,XYZ1A008,3,20.97
9398,106489,XYZ2A008,1,70
9399,106490,XYZ1A008,4,27.96
9400,106491,XYZ1A008,4,27.96
9401,106492,XYZ1A008,3,20.97
9402,106492,Z2460009TL,1,25
9403,106493,Y6263A001,1,39.99
9404,106494,063600-008,1,7.99
9405,106494,Y62320-008,1,8.99
9406,106494,Y62340-008,1,8.99
9407,106495,XYZ1A008,4,27.96
9408,106496,XYZ1A008,2,13.98
9409,106496,XYZ3A008,2,13.98
9410,106498,XYZ1A008,3,20.97
9411,106499,XYZ1A008,2,13.98
9412,106500,YZAA004,1,19.99
9413,106501,XYZ3A008,1,70
9414,106502,Y6251A004,2,31.98
9415,106503,XYZ1A008,1,70
9416,106504,XYZ3A008,2,13.98
9417,106505,Z2451773,1,32
9418,106505,Z5900030,1,15
9419,106512,06401A-008,1,8.99
9420,106512,06402A-008,1,8.99
9421,106516,Y6251A001,1,37.99
9422,106516,Y6264A001,1,39.99
9423,106519,Z1600292SB,1,25
9424,106520,XYZ1A008,3,20.97
9425,106520,XYZ3A008,1,70
9426,106521,52277001,1,69.99
9427,106522,XYZ1A008,7,48.93
9428,106522,XYZ3A008,2,13.98
9429,106522,XYZ4A008,2,13.98
9430,106523,YZAA004,2,39.98
9431,106524,XYZ1A008,1,70
9432,106524,XYZ3A008,2,13.98
9433,106524,XYZ4A008,2,13.98
9434,106526,XYZ1A008,1,70
9435,106527,YZAA001,1,52.99
9436,106528,YZAA004,1,19.99
9437,106529,XYZ1A008,1,70
9438,106529,YZAA001,1,52.99
9439,106530,Y6263A001,1,39.99
9440,106531,XYZ1A008,5,34.95
9441,106531,XYZ2A008,1,70
9442,106532,Z2460009TL,1,25
9443,106533,XYZ1A008,4,27.96
9444,106534,XYZ1A008,4,27.96
9445,106535,05241A008,2,19.98
9446,106536,XYZ1A008,4,27.96
9447,106537,XYZ1A008,5,34.95
9448,106537,XYZ2A008,1,70
9449,106537,XYZ3A008,1,70
9450,106537,XYZ4A008,2,13.98
9451,106538,XYZ1A008,8,55.92
9452,106539,05221A001,1,69.99
9453,106539,05221A004,1,25.99
9454,106540,05243A001,1,69.99
9455,106541,Y6251A001,3,113.97
9456,106542,Z5146100,1,15
9457,106543,XYZ1A008,4,27.96
9458,106544,Y6262A001,1,39.99
9459,106545,XYZ2A008,1,70
9460,106546,Z2460009TL,1,25
9461,106547,XYZ1A008,3,20.97
9462,106547,XYZ2A008,1,70
9463,106548,XYZ1A008,5,34.95
9464,106548,XYZ3A008,3,20.97
9465,106548,XYZ4A008,12,83.88
9466,106549,XYZ1A008,3,20.97
9467,106550,XYZ3A008,1,70
9468,106551,Y6271A001,5,199.95
9469,106552,XYZ1A008,1,70
9470,106553,Z2460009TL,1,25
9471,106554,Y6261A001,1,39.99
9472,106555,XYZ1A008,3,20.97
9473,106556,XYZ1A008,1,70
9474,106557,YZAA001,1,52.99
9475,106558,XYZ1A008,5,34.95
9476,106559,Y6254A004,1,15.99
9477,106560,XYZ1A008,1,70
9478,106560,XYZ2A008,2,13.98
9479,106561,XYZ1A008,4,27.96
9480,106561,XYZ2A008,1,70
9481,106562,XYZ2A008,1,70
9482,106562,XYZ3A008,1,70
9483,106563,XYZ1A008,2,13.98
9484,106563,XYZ2A008,1,70
9485,106563,XYZ3A008,1,70
9486,106564,XYZ1A008,19,132.81
9487,106564,XYZ4A008,1,70
9488,106564,05241A008,2,19.98
9489,106565,XYZ1A008,1,70
9490,106566,Z2451773,1,32
9491,106567,XYZ1A008,4,27.96
9492,106568,Y6251A001,2,75.98
9493,106568,Y62577001,2,75.98
9494,106569,XYZ1A008,1,70
9495,106569,XYZ2A008,3,20.97
9496,106570,XYZ4A008,1,70
9497,106571,05283A001,1,69.99
9498,106572,Y6251A004,1,15.99
9499,106573,Z2460009TL,1,25
9500,106574,XYZ3A008,1,70
9501,106575,05492A001,5,264.95
9502,106576,XYZ1A008,1,70
9503,106576,XYZ2A008,1,70
9504,106576,XYZ3A008,2,13.98
